name,player_id,team_id,season_id,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,Primary_Position,adj_OEPM,adj_DEPM,adj_EPM,adj_OEPM_scaled,adj_DEPM_scaled,adj_EPM_scaled
Eli Holm,215593,54,2046,215593,2046,SF PF c ,SO,79.5,240,83.0,35.5,9,14,13,10,6,10,5,11,5,7,10,4,7,6,117,11,2,SF,-0.253867907442654,-2.42467765049065,-2.6785455579333,-0.330853300706905,-3.09998914944373,-3.43084245015063
Panagiotis Savalas,226226,980,2044,226226,2044,PF ,FR,80.5,220,84.0,25.0,6,9,8,6,9,5,5,10,9,8,7,6,5,7,100,10,2,PF,0.178110271143747,-2.97379494259177,-2.79568467144802,0.389254322996626,-3.8204310366804,-3.43117671368377
Will Calhoun,206771,46,2044,206771,2044,C pf ,RS FR,82.0,215,85.25,30.5,13,13,5,7,9,6,8,13,9,8,7,14,12,5,129,10,2,C,-0.63973001816431,-1.93498447928053,-2.57471449744484,-0.974085439279905,-2.45751170881605,-3.43159714809596
David Younger,196956,114,2044,196956,2044,SG PG sf pf ,SR,73.5,195,77.0,26.0,5,13,6,9,9,5,17,16,12,16,11,12,5,9,145,11,3,PG,-0.720931509905451,-1.83273014368438,-2.55366165358983,-1.10944832601239,-2.32335402051391,-3.4328023465263
Marcos Perdomo,207867,707,2045,207867,2045,SF ,JR,77.0,220,83.0,28.5,5,6,10,7,3,2,5,4,10,8,8,5,2,5,80,6,0,SF,0.333276983365307,-3.17395350508492,-2.84067652171961,0.647917232269967,-4.08303907067142,-3.43512183840145
Jesse Meador,212444,1,2046,212444,2046,SF pf c ,JR,81.5,220,84.0,27.0,15,7,16,7,11,5,5,17,8,9,10,10,11,12,143,11,3,SF,-0.209813941393032,-2.48501320214033,-2.69482714353336,-0.257415339302185,-3.17914939320811,-3.43656473251029
Juwan Harper,200839,124,2045,200839,2045,C pf ,RS SR,83.0,245,84.0,32.0,14,9,8,11,15,12,5,12,5,7,7,10,9,7,131,10,1,C,-1.37331723269381,-1.00766519419699,-2.38098242689081,-2.19697532590059,-1.24086880678645,-3.43784413268704
Alvaro Sepulveda,220855,1006,2046,220855,2046,SG SF pg ,FR,74.0,200,74.25,29.5,5,10,8,7,5,4,6,10,8,8,8,4,14,11,108,11,2,SG,-1.3688509398382,-1.01387222683391,-2.38272316667211,-2.18953001571029,-1.24901243360608,-3.43854244931637
Rafael Brockman,200648,4,2044,200648,2044,SG PG ,SR,70.5,185,75.25,30.0,6,8,17,16,7,6,14,9,11,8,12,7,17,6,144,10,2,SG,-1.11081655604943,-1.3419357491873,-2.45275230523673,-1.75938669793439,-1.67943177493374,-3.43881847286813
Crespin Carrera,210258,797,2044,210258,2044,PG SG ,SO,75.0,185,76.0,29.0,4,13,12,15,2,5,8,8,13,12,5,9,17,10,133,11,2,PG,-2.85898894409721,0.879247821821666,-1.97974112227555,-4.67359006881005,1.23476107023003,-3.43882899858003
Todd Hatcher,208630,113,2046,208630,2046,C ,RS JR,83.5,225,89.0,28.5,11,11,9,9,16,9,8,14,6,7,8,14,12,9,143,13,3,C,-1.84623875745881,-0.410362390611297,-2.2566011480701,-2.98533550768383,-0.457207528482021,-3.44254303616585
Darryl Clements,202977,507,2044,202977,2044,C PF ,JR,80.5,210,85.0,27.0,2,4,10,2,4,6,5,6,5,3,2,4,1,7,61,4,0,C,-0.155318959409063,-2.55975699318731,-2.71507595259637,-0.166572204334908,-3.27721324706175,-3.44378545139665
Cornell Buckley,208784,717,2044,208784,2044,C PF ,SO,81.0,235,85.0,30.5,12,5,9,6,14,7,8,11,5,6,9,5,6,8,111,10,2,C,-0.352242490696008,-2.31073833885791,-2.66298082955391,-0.494843730990245,-2.95050077258157,-3.44534450357182
Robert Spicer,200373,772,2044,200373,2044,PF pg sf ,SR,75.5,190,78.0,30.0,10,10,8,9,12,12,7,8,14,15,10,10,8,10,143,10,2,PF,-0.170861497533294,-2.54141139809635,-2.71227289562965,-0.192481615388,-3.25314382630241,-3.44562544169041
Dante Clayton,207079,58,2044,207079,2044,PG SF sg pf c ,SO,75.5,215,82.25,28.0,10,12,11,10,7,7,13,16,14,14,12,11,11,12,160,13,5,PG,-1.27014098312988,-1.14490320332627,-2.41504418645615,-2.0249805178775,-1.42092507476407,-3.44590559264157
Gordon King,215582,146,2046,215582,2046,SG pg pf ,RS FR,77.5,220,81.25,30.5,11,8,9,6,11,7,7,12,14,8,10,5,17,10,135,12,3,SG,-1.50097889800849,-0.853203794318269,-2.35418269232675,-2.40978732198015,-1.03821545014557,-3.44800277212572
Ivan Mercado,198372,898,2044,198372,2044,PG SG ,RS JR,71.0,190,76.25,32.0,5,14,14,13,4,8,15,17,13,14,15,11,11,8,162,12,3,PG,-0.618591128716609,-1.97450229731974,-2.59309342603635,-0.938846910570587,-2.5093590860835,-3.44820599665409
Bradley Pence,208038,634,2044,208038,2044,PG sg sf ,RS FR,77.0,200,82.25,31.0,11,8,9,11,10,8,4,8,13,10,7,5,16,13,133,13,3,PG,-1.15322975987326,-1.29523529167505,-2.44846505154831,-1.83008950870873,-1.61816077467766,-3.44825028338639
Rudy Drummond,198897,986,2044,198897,2044,SF pf ,SR,77.5,215,82.25,34.0,6,14,11,14,9,4,13,10,7,9,14,15,16,13,155,11,3,SF,-1.02267453517546,-1.46133811846849,-2.48401265364395,-1.61245394913749,-1.83608768343066,-3.44854163256815
Jack Briggs,198879,558,2044,198879,2044,PG PF C ,SR,78.5,225,78.0,33.5,12,9,15,9,11,12,8,15,8,12,11,9,5,16,152,10,2,PG,0.0877894627268949,-2.87271447493119,-2.7849250122043,0.238689535365734,-3.68781346310973,-3.44912392774399
Ron Nickolls,199825,425,2045,199825,2045,PG ,RS SR,70.5,170,75.0,25.5,9,7,19,5,9,9,9,14,15,16,13,6,7,17,155,11,3,PG,-1.21009599120609,-1.22435619431196,-2.43445218551805,-1.92488551634055,-1.5251673989373,-3.45005291527785
Rafael Rice,203627,166,2046,203627,2046,PF sf ,RS SR,79.0,200,79.25,27.5,14,12,8,10,7,10,8,8,10,11,10,8,12,6,134,10,2,PF,-0.579035121028138,-2.02638620735267,-2.60542132838081,-0.872907045753907,-2.5774307760467,-3.45033782180061
Raymond Kitchens,209844,180,2044,209844,2044,SF PG sg ,SO,73.5,160,75.0,28.0,10,12,15,12,7,8,13,6,13,9,7,10,14,10,146,12,4,SF,-0.191205084854557,-2.51935515614242,-2.71056024099698,-0.226394375452547,-3.22420603685886,-3.45060041231141
Freddie Bradford,208806,251,2046,208806,2046,SF C pf ,SR,77.5,200,80.25,31.5,4,14,5,9,15,9,7,11,7,9,7,7,8,6,118,9,1,SF,-1.09119505956644,-1.37674422072727,-2.4679392802937,-1.72667766329725,-1.72510048959417,-3.45177815289142
T.J. Brown,197188,64,2044,197188,2044,SG sf ,RS JR,75.0,215,78.25,31.5,9,11,13,11,10,4,14,12,9,7,10,11,15,12,148,12,3,SG,-1.58515778627839,-0.749678768481806,-2.33483655476019,-2.55011352872607,-0.90239061624813,-3.4525041449742
Carl Bruzzone,211244,293,2046,211244,2046,PF sf c ,JR,78.5,220,85.0,27.0,11,7,9,7,7,3,9,12,6,7,11,9,11,8,117,9,1,PF,-0.487958435171925,-2.14531641830141,-2.63327485347334,-0.721082210431599,-2.73346721281146,-3.45454942324305
Andy Temple,207584,53,2045,207584,2045,C ,JR,82.5,230,83.0,28.0,15,8,6,7,16,8,6,15,9,9,8,10,13,5,135,10,1,C,-0.117353882040083,-2.61630877169114,-2.73366265373122,-0.103284420360818,-3.35140918045877,-3.45469360081959
Kraig Beck,193325,246,2044,193325,2044,PG ,RS SR,73.0,185,74.0,42.0,7,12,14,17,12,5,13,9,11,17,8,11,8,13,157,11,3,PG,-1.62129730184007,-0.706245769505351,-2.32754307134543,-2.6103581011674,-0.84540652159102,-3.45576462275842
Lane Mitchell,218623,529,2046,218623,2046,PF sf c ,SO,79.0,205,82.0,29.5,12,9,10,8,10,7,7,6,7,6,7,11,16,7,123,10,2,PF,-0.638402223171161,-1.95628061493096,-2.59468283810212,-0.971872005026326,-2.48545223878942,-3.45732424381575
Kelly Saunders,203900,407,2044,203900,2044,SG sf ,JR,76.0,220,79.0,31.0,5,9,8,7,8,7,9,11,5,6,7,7,12,13,114,11,2,SG,-2.9715360109377,1.00753379986439,-1.96400221107331,-4.86120602923315,1.40307227342208,-3.45813375581107
Patrick Dennis,192684,253,2044,192684,2044,SF sg ,RS SR,75.5,200,78.0,26.5,12,10,16,9,10,10,8,7,16,6,16,10,8,10,148,11,3,SF,-0.759502071624089,-1.8033786173474,-2.56288068897149,-1.17374545239736,-2.28484481795979,-3.45859027035714
Babacar Bah,235034,164,2046,235034,2046,SG sf ,FR,77.0,215,80.0,32.0,9,12,4,8,11,3,5,9,10,8,7,6,13,5,110,11,3,SG,-0.611296363933382,-1.99267406588991,-2.60397042982329,-0.926686537676948,-2.53320044644756,-3.45988698412451
Chet Rutherford,207941,523,2045,207941,2045,SF sg pf c ,RS SO,77.0,210,78.0,28.0,5,15,9,12,12,9,10,12,9,8,13,15,11,10,150,12,3,SF,-1.38673122897028,-1.00810853950946,-2.39483976847974,-2.21933645769345,-1.24145047583641,-3.46078693352986
Thurman Cherry,211143,730,2046,211143,2046,SG sf ,RS SO,75.0,205,76.25,31.5,9,13,7,12,5,7,12,12,9,12,9,5,11,11,134,12,2,SG,-0.501382067696002,-2.13312550147232,-2.63450756916832,-0.743459405849235,-2.71747272993168,-3.46093213578092
Herbert Black,205855,128,2046,205855,2046,SF sg ,RS JR,73.5,200,77.0,28.5,8,10,15,13,13,6,8,13,7,9,6,4,11,10,133,11,2,SF,-0.288432131536363,-2.4058318791511,-2.69426401068747,-0.388471862271117,-3.07526349744625,-3.46373535971737
Anderson Kane,207281,904,2046,207281,2046,PG sf ,SR,72.5,175,74.25,29.0,4,13,14,13,4,8,7,4,13,10,13,8,12,14,137,11,2,PG,0.238505250538866,-3.07565906209867,-2.8371538115598,0.48993275364829,-3.95407676147345,-3.46414400782516
Darius Brothers,193395,152,2044,193395,2044,PG ,RS SR,73.0,195,74.0,33.0,10,15,9,11,5,8,15,12,13,12,15,13,7,11,156,11,2,PG,-1.69379964754829,-0.620747776632379,-2.31454742418067,-2.73121951146299,-0.733233154941682,-3.46445266640468
Henry Fisher,203028,304,2046,203028,2046,PG SG SF ,RS SR,76.5,200,82.0,30.0,14,13,6,9,5,10,12,11,10,10,13,12,12,15,152,12,3,PG,-2.87564478162409,0.880665147562087,-1.994979634062,-4.70135534996735,1.23662060160146,-3.46473474836589
Marquis Agee,201008,696,2044,201008,2044,PG sg ,SR,71.5,170,74.0,26.5,9,14,9,13,6,6,9,8,14,9,12,11,12,13,145,11,2,PG,-0.768788755262671,-1.79780693074838,-2.56659568601105,-1.18922635402287,-2.27753476514187,-3.46676111916474
Ernesto Pizarro,199862,758,2045,199862,2045,SF pg ,RS SR,77.0,210,79.0,28.5,5,10,7,12,4,8,16,8,14,19,7,9,12,15,146,10,2,SF,-2.34495910504133,0.204792077282987,-2.14016702775835,-3.8167023271039,0.349875133395278,-3.46682719370863
Freddy Gardner,213561,654,2044,213561,2044,SF pg pf ,FR,75.0,160,80.0,25.5,10,13,7,12,9,8,5,6,10,13,6,11,11,10,131,12,3,SF,-2.13492104280508,-0.0636209152526439,-2.19854195805772,-3.46656887735607,-0.00228271281146881,-3.46885159016753
Sebastian Walsh,222402,71,2046,222402,2046,C PF ,RS JR,80.5,220,84.0,31.0,14,7,8,7,13,12,11,11,9,8,8,11,10,6,135,11,2,C,-1.63023178197254,-0.70567098679457,-2.33590276876711,-2.62525187954823,-0.844652406674476,-3.4699042862227
Frank Strauss,210598,11,2045,210598,2045,SF pf c ,SO,77.5,205,80.0,43.0,10,9,12,11,8,11,8,10,7,9,9,8,12,10,134,12,3,SF,-0.158514318074211,-2.5773917183443,-2.73590603641852,-0.17189886722971,-3.30035000646773,-3.47224887369744
Vance Petronio,222340,962,2046,222340,2046,SG PG ,FR,70.5,170,71.0,30.5,3,9,6,8,7,2,4,11,6,12,6,4,15,5,98,10,1,SG,0.325559362611248,-3.19393787372189,-2.86837851111065,0.63505195847295,-4.10925856232313,-3.47420660385018
Piotr Mazur,221618,765,2046,221618,2046,SG pg ,RS JR,72.0,190,73.0,36.0,4,11,10,5,7,4,5,8,8,10,9,8,15,10,114,11,2,SG,-2.55194272502184,0.461513933904075,-2.09042879111776,-4.1617440216114,0.686694209282147,-3.47504981232925
Nathaniel Hiller,221331,136,2046,221331,2046,SG PG ,FR,74.0,190,74.25,32.0,4,9,12,14,7,6,4,7,9,10,10,5,16,4,117,11,3,SG,-1.77848251531731,-0.52193775131051,-2.30042026662782,-2.87238585203395,-0.603594401719389,-3.47598025375334
Lonnie Phelps,201525,749,2045,201525,2045,C SF ,RS JR,75.5,210,83.0,32.0,10,9,10,5,14,6,16,7,9,12,17,9,14,17,155,11,2,C,0.291092128363077,-3.15336810756483,-2.86227597920175,0.577595078981249,-4.05603102912505,-3.4784359501438
Andy Marini,206452,420,2044,206452,2044,PG sg sf ,SO,73.0,195,77.0,27.5,6,9,8,11,9,3,11,10,12,7,6,7,12,8,119,11,2,PG,0.294716978005372,-3.15823203934444,-2.86351506133907,0.583637703334956,-4.06241250761991,-3.47877480428495
Peter Larkin,197623,549,2044,197623,2044,PF c ,SR,78.0,235,83.25,26.5,15,6,9,13,5,8,7,7,9,5,5,6,6,8,109,10,1,PF,-1.02766608723789,-1.47828000943619,-2.50594609667408,-1.62077486642556,-1.85831544438028,-3.47909031080584
Stephen McAfee,197451,73,2044,197451,2044,SG pg ,RS JR,71.5,185,76.25,32.5,5,10,8,13,7,7,16,13,13,12,6,9,17,15,151,11,3,SG,-1.25707082304572,-1.18819010770562,-2.44526093075133,-2.00319256101721,-1.47771749330977,-3.48091005432698
Craig Andrews,202139,380,2045,202139,2045,SG PG ,RS JR,74.5,190,76.25,32.5,4,17,11,15,6,9,15,10,12,12,11,14,17,15,168,11,3,SG,-1.34930193839263,-1.07246090929474,-2.42176284768736,-2.15694183030051,-1.32588078499469,-3.48282261529521
Lamont Wright,200188,854,2044,200188,2044,SF SG pg ,RS JR,73.5,210,79.0,35.0,10,16,9,17,5,7,14,8,11,9,7,15,13,12,153,11,2,SF,-0.970359521263004,-1.55458744294601,-2.52494696420901,-1.52524482094543,-1.95843079714516,-3.48367561809059
Ricky Sims,219660,944,2046,219660,2046,sf c ,FR,78.5,200,82.25,42.0,2,1,3,7,1,5,0,11,2,0,2,2,4,4,44,5,0,SF,-0.557439428004656,-2.08027713000058,-2.63771655800523,-0.836907025483761,-2.64813566656076,-3.48504269204452
Harry Martin,199840,544,2044,199840,2044,C sg pf ,RS JR,80.5,230,83.0,27.5,7,9,14,7,8,14,5,16,5,5,10,9,13,6,128,11,2,C,-0.399854956492581,-2.28128342182348,-2.68113837831606,-0.574213711473133,-2.9118559214324,-3.48606963290553
Arnold Lloyd,202374,375,2044,202374,2044,C PF ,JR,79.5,245,85.0,31.0,5,0,6,4,7,8,4,2,2,5,3,0,9,9,64,6,0,C,-1.51653093374735,-0.862482742054431,-2.37901367580178,-2.43571256555683,-1.05038942957541,-3.48610199513225
Adrian Cowley,222562,974,2044,222562,2044,C pf ,SO,83.0,230,87.0,27.5,10,6,8,6,9,5,7,8,7,5,8,8,6,8,101,11,2,C,-0.971815938649286,-1.55494083894602,-2.52675677759531,-1.52767266872836,-1.95889445269718,-3.48656712142554
Joe Hughes,201481,454,2044,201481,2044,SG pg sf ,RS SO,71.0,185,75.0,29.0,6,8,8,7,6,4,12,6,10,15,13,6,13,9,123,10,2,SG,-0.0865739915827143,-2.68130338812593,-2.76787737970864,-0.0519743429683847,-3.43668211722122,-3.4886564601896
Harold Vickery,205175,650,2045,205175,2045,PF C ,RS JR,83.0,210,87.0,41.0,11,11,7,9,14,13,6,14,11,9,12,12,11,11,151,11,3,PF,-1.10075723638462,-1.39436139395689,-2.49511863034152,-1.74261781205317,-1.74821422087144,-3.49083203292461
Aleksander Stępień,217850,372,2044,217850,2044,C PF sf ,JR,79.5,210,85.0,29.5,11,8,11,5,12,8,11,6,6,7,7,7,13,7,119,9,1,C,-0.767465001536494,-1.81902173692446,-2.58648673846096,-1.18701965656134,-2.3053685908449,-3.49238824740623
Benjamin Marcus,210420,222,2045,210420,2045,SF pg ,RS FR,76.5,190,76.25,30.5,11,8,12,8,8,9,12,9,13,11,10,7,13,11,142,13,4,SF,-0.823970450842784,-1.74755589724053,-2.57152634808331,-1.28121424055492,-2.21160540917957,-3.49281964973449
Norman Burley,209399,586,2046,209399,2046,C pf ,RS JR,83.0,245,90.0,32.0,8,7,12,11,13,15,10,11,7,6,7,10,14,15,146,12,2,C,-2.9704020356284,0.978933136911035,-1.99146889871737,-4.85931569239254,1.36554820362728,-3.49376748876527
Carmelo Tejeda,219550,671,2046,219550,2046,PF C ,FR,81.5,230,86.0,25.5,5,8,8,11,10,8,7,11,4,4,7,9,6,7,105,10,2,PF,-0.61679477141424,-2.01183522837071,-2.62862999978495,-0.935852382947538,-2.55833989162237,-3.49419227456991
Marcos Leyva,210580,705,2045,210580,2045,PF c ,SO,80.0,220,83.0,29.5,2,7,8,3,9,5,3,2,7,4,3,6,4,8,71,5,0,PF,-0.268780079676444,-2.45492549076664,-2.72370557044309,-0.355711891820632,-3.13967431588583,-3.49538620770647
Mitch Tatum,222478,705,2046,222478,2046,SF SG ,FR,73.0,190,76.0,34.0,6,11,11,6,5,3,9,12,7,4,6,7,9,10,106,12,3,SF,-0.819446154352403,-1.75537862615346,-2.57482478050586,-1.27367223830546,-2.22186882951334,-3.4955410678188
Mitchell McKinley,209276,630,2045,209276,2045,SG sf ,RS SO,74.5,190,75.0,28.5,3,9,10,6,3,3,11,17,9,11,9,7,13,7,118,10,2,SG,-2.7433005704918,0.688432617846016,-2.05486795264578,-4.48073755000983,0.984411522613973,-3.49632602739586
Steven Fleming,202843,664,2044,202843,2044,C PF ,JR,80.0,235,82.0,34.5,14,11,12,12,15,11,6,15,11,10,5,13,7,14,156,13,3,C,-0.976790725396536,-1.55834265498416,-2.53513338038069,-1.53596563823603,-1.96335763533921,-3.49932327357524
Niko Ristovski,221722,507,2044,221722,2044,C PF ,SO,80.5,220,86.25,30.5,3,10,9,6,6,6,6,7,4,7,5,9,7,4,89,10,1,C,-1.05531895940906,-1.45975699318731,-2.51507595259637,-1.66687220433491,-1.83401324706175,-3.50088545139665
Andrian Cunningham,212318,728,2045,212318,2045,PG ,RS FR,69.5,160,72.25,27.0,8,12,12,7,7,5,11,17,14,12,9,9,8,12,143,13,4,PG,-0.0991780591934174,-2.67603550371281,-2.77521356290623,-0.0729853236754268,-3.42977065287121,-3.50275597654664
Jose Luis Moreno,207409,695,2046,207409,2046,PG SG SF pf ,SR,77.0,195,81.0,27.5,11,8,16,15,11,6,11,9,10,16,18,14,15,5,165,12,3,PG,-1.39065822347086,-1.03558154928858,-2.42623977275944,-2.22588275752592,-1.27749506466662,-3.50337782219254
Omari Ramsey,210779,703,2044,210779,2044,SG SF ,FR,75.0,205,82.0,28.5,9,9,7,8,4,3,5,7,6,5,7,6,15,6,97,10,2,SG,-0.888848349187737,-1.67352905309115,-2.56237740227888,-1.38936569709596,-2.11448218965558,-3.50384788675154
Gašper Božič,226850,888,2046,226850,2046,PF sf ,JR,78.0,220,81.0,28.0,7,9,7,6,7,5,8,7,10,7,4,7,9,6,99,10,1,PF,-2.13259921225692,-0.0937400646633421,-2.22633927692026,-3.46269838583228,-0.0417990368383048,-3.50449742267058
Darnel Wood,212045,916,2045,212045,2045,PF ,SO,78.5,220,79.0,28.5,2,5,9,5,9,5,7,10,5,4,5,3,4,7,80,9,0,PF,-0.93055957930927,-1.62164009633671,-2.55219967564598,-1.45889831770855,-2.04640387839377,-3.50530219610232
Tony Mullins,200800,130,2045,200800,2045,SF sg ,RS SR,73.5,185,73.25,28.5,10,12,12,7,10,5,12,6,9,7,5,11,8,15,129,9,1,SF,-1.69324108603106,-0.652659504827703,-2.34590059085876,-2.73028838941377,-0.775101342333946,-3.50538973174772
Jack Aldridge,223670,770,2046,223670,2046,PF sf ,RS JR,78.5,195,86.0,29.0,11,7,5,6,12,9,10,7,8,10,10,12,6,7,120,12,2,PF,-1.19442724981741,-1.28782172248825,-2.48224897230567,-1.89876572444562,-1.60843417190459,-3.50719989635021
Jim Nobles,213905,271,2045,213905,2045,C pf ,RS FR,82.5,205,86.0,29.5,12,8,9,11,16,16,7,6,10,6,10,8,4,6,129,10,2,C,-2.42388510286652,0.273664183273743,-2.15022091959277,-3.94827196547848,0.440235336455151,-3.50803662902333
Geraldo Gallardo,217882,942,2045,217882,2045,SG pg ,SR,71.0,175,76.25,29.5,7,12,9,6,7,7,8,14,7,7,8,9,14,9,124,11,2,SG,-3.27801774246464,1.35798741041836,-1.92003033204628,-5.37211107568855,1.86286741046889,-3.50924366521966
Derrick Mahoney +9,218025,763,2046,218025,2046,PF sg sf c ,SO,73.5,220,79.25,29.0,6,12,10,8,11,7,4,5,10,6,8,5,7,9,108,10,2,PF,-1.60365790502759,-0.770084988720215,-2.37374289374781,-2.580953226681,-0.929163577200922,-3.51011680388192
Brady Upton ,200580,651,2044,200580,2044,SF ,SR,71.5,175,78.0,31.5,8,15,14,5,10,5,9,15,12,6,8,15,7,8,137,10,2,SF,-1.46859042201966,-0.943258658116351,-2.41184908013601,-2.35579573250678,-1.15636743144865,-3.51216316395543
Cameron Reno,199540,349,2044,199540,2044,PG ,SR,72.0,180,76.0,30.0,4,11,7,12,9,5,4,17,12,6,8,9,9,7,120,10,1,PG,-0.858019204147113,-1.71912867828014,-2.57714788242725,-1.33797351231324,-2.17430889790355,-3.51228241021678
Marvin Goodman,210649,296,2046,210649,2046,SF pg sg ,RS SO,70.0,165,76.0,32.0,6,9,11,8,9,7,12,11,8,13,13,4,15,13,139,11,3,SF,-2.90938852538806,0.887022305074433,-2.02236622031362,-4.75760617082189,1.24496119225766,-3.51264497856423
Micheal Church,206728,544,2045,206728,2045,PG sg pf ,RS SO,74.0,205,76.25,28.5,12,12,13,11,11,11,10,8,16,12,7,11,6,8,148,11,3,PG,0.0345477088351153,-2.85411964830849,-2.81957193947338,0.149935531628137,-3.66341705058074,-3.5134815189526
Garrett Greene,199995,321,2044,199995,2044,SF PG SG ,RS JR,72.0,180,73.0,35.0,11,12,10,16,9,5,16,17,10,10,5,11,15,14,161,12,3,SF,-1.80261386831937,-0.520438110562497,-2.32305197888187,-2.91261281748839,-0.601626873057996,-3.51423969054638
Philip McClain,210321,596,2046,210321,2046,C pf ,JR,80.0,235,85.0,35.0,14,8,11,10,7,4,7,7,7,6,6,5,11,6,109,10,1,C,1.50879952790395,-4.72859437868646,-3.21979485078251,2.60751331401588,-6.12272789683664,-3.51521458282076
Javier Cuellar +4,210289,370,2044,210289,2044,SF PF pg c ,FR,81.0,225,84.0,40.5,7,7,6,12,6,3,10,12,9,9,9,5,15,6,116,10,2,SF,-2.78730885420047,0.727707415950509,-2.05960143824996,-4.55409935895218,1.03594005772707,-3.51815930122512
Lucas Ferretti,198825,148,2044,198825,2044,PG pf ,RS JR,69.0,180,74.0,26.0,10,14,7,16,11,5,10,11,13,16,7,12,13,19,164,11,3,PG,-0.654807591085022,-1.98271823176874,-2.63752582285377,-0.999219753338731,-2.52013839208059,-3.51935814541932
Martin Guevara,211054,216,2044,211054,2044,SG pg pf ,FR,75.0,165,76.0,27.0,8,10,12,4,7,3,8,8,10,8,5,7,11,8,109,12,3,SG,1.30313138061905,-4.47281924289402,-3.16968786227496,2.26466451249196,-5.78715091867695,-3.52248640618499
Reece Milner,228070,257,2045,228070,2045,PF c ,RS FR,79.5,225,83.0,35.0,10,10,8,6,7,4,6,14,7,10,9,11,10,5,117,11,2,PF,-0.45643925259582,-2.23875096839686,-2.69519022099268,-0.668539733077231,-2.85605334253668,-3.52459307561391
Darren Ivey,201563,80,2044,201563,2044,C PF ,RS SO,80.0,225,83.0,33.0,16,11,11,7,9,9,7,10,11,9,10,12,9,10,141,12,3,C,-0.268729750103186,-2.47731370240126,-2.74604345250444,-0.355627992422011,-3.16904764955045,-3.52467564197246
Sterling Brooks,221723,224,2046,221723,2046,SG SF pg pf ,FR,72.5,185,77.25,37.0,6,11,11,12,8,6,9,8,6,9,7,8,13,9,123,11,3,SG,-1.240617178438,-1.24397629317774,-2.48459347161574,-1.97576433545615,-1.55090896864919,-3.52667330410534
Myles Perkins,215166,149,2045,215166,2045,PG sf pf ,FR,75.5,190,78.0,29.5,12,6,13,7,11,7,10,8,10,11,9,5,16,12,137,13,4,PG,-1.52150779770981,-0.88744909364972,-2.40895689135953,-2.44400899778225,-1.08314528286843,-3.52715428065068
Demetrius Garnett,209811,720,2046,209811,2046,C PF pg sf ,RS JR,77.0,220,81.0,31.5,16,9,17,10,14,13,14,13,15,9,13,6,19,12,180,13,5,C,-0.656455295653484,-1.98775859911058,-2.64421389476406,-1.00196647685436,-2.52675135403308,-3.52871783088744
Hector Bianco,208390,156,2046,208390,2046,C PF sf ,SR,80.0,235,83.0,28.0,11,9,8,12,8,7,7,9,6,7,4,11,7,9,115,9,1,C,-0.821283418962886,-1.77912104909815,-2.60040446806103,-1.27673495841113,-2.25301888841677,-3.5297538468279
Parker Cook,219176,747,2046,219176,2046,PF C ,RS FR,80.0,215,84.0,28.0,9,8,8,7,9,10,9,10,5,6,5,9,12,5,112,11,2,PF,-2.36275033763204,0.179176463593542,-2.1835738740385,-3.84636031183261,0.316267448234727,-3.53009286359788
Caesar Zuniga,214320,118,2045,214320,2045,PG sf pf ,SO,76.5,230,80.0,30.0,10,8,12,12,11,9,9,17,11,15,13,6,16,8,157,12,4,PG,-2.11075138478197,-0.141226898965752,-2.25197828374772,-3.42627805743154,-0.104101763443067,-3.5303798208746
Adrian Figueroa,208363,476,2045,208363,2045,C pf ,JR,83.5,270,84.0,27.5,6,9,6,7,9,7,6,15,11,8,6,8,6,9,113,10,2,C,-0.656659138043218,-1.9889476544575,-2.64560679250072,-1.00230628211804,-2.52831139464824,-3.53061767676628
Stuart Kirsch,203625,183,2045,203625,2045,C pf ,SR,80.0,250,81.25,29.0,7,6,15,8,14,12,12,6,12,15,8,7,5,11,138,10,1,C,-0.698607381082442,-1.93597557827971,-2.63458295936215,-1.07223400326443,-2.45881203070297,-3.5310460339674
Loyd Norris,219655,202,2046,219655,2046,C sf pf ,FR,80.5,235,87.0,32.5,1,5,10,5,6,3,2,9,5,4,5,7,3,4,69,5,0,C,-0.832715233688315,-1.76710118264931,-2.59981641633763,-1.29579179355842,-2.2372488236359,-3.53304061719432
Mitchell Patterson,216774,222,2046,216774,2046,C sg ,RS FR,81.0,215,82.0,37.5,12,8,11,10,9,11,9,16,3,9,9,10,12,8,137,13,3,C,-3.73018992380388,1.91375203625909,-1.81643788754479,-6.12588210198106,2.59203059957193,-3.53385150240913
